restaurant_id,name,address,online_order,book_table,rate_numeric,votes,location,rest_type,cuisines,approx_cost_for_two,listed_in(type),listed_in(city)
7063,Mikusu - Conrad Bengaluru,"Conrad Bengaluru, Kensington Road, Ulsoor, Bangalore",No,Yes,4.128571428571428,83,Ulsoor,Fine Dining,"Japanese, Chinese, Thai",3000.0,Dine-out,Brigade Road
7064,Milano Ice Cream,"460, 2nd Cross, Krishna Temple Road, Indiranagar, Bangalore",No,No,4.9,2090,Indiranagar,Dessert Parlor,"Ice Cream, Desserts",400.0,Desserts,Indiranagar
7065,Milano Ice Cream,"7, 9th Main, 5th Block, Jayanagar, Bangalore",No,No,4.5,208,Jayanagar,Dessert Parlor,"Ice Cream, Desserts",400.0,Desserts,Basavanagudi
7066,Milk N Shakes,"639, Near JP Dental Clinic, Koramangala 8th Block, Bangalore",Yes,No,3.7375,48,Koramangala 8th Block,Beverage Shop,Beverages,300.0,Delivery,Brigade Road
7067,Milkacium,"204, 5th Main, 7th Cross, 1st Stage, Indiranagar, Bangalore",Yes,No,,0,Indiranagar,Beverage Shop,Beverages,400.0,Delivery,Indiranagar
7068,Milkshake Kulture,"8, Ajmera Avenue, Neeladri Road, Electronic City, Bengaluru",No,No,3.5,10,Electronic City,Beverage Shop,Beverages,300.0,Delivery,Electronic City
7069,Milkyway Ice Creams,"RMZ Eco World Road, Adarsh Palm Retreat, Bellandur, Bangalore",Yes,No,3.7,25,Bellandur,Food Court,Ice Cream,300.0,"Delivery, Desserts",Bellandur
7070,Milkyway Ice Creams & Fast Food,"Shop K-04, 1st Floor, Ascendas Park Square Mall, ITPL Main Road, Whitefield, Bangalore",Yes,No,3.7,24,"ITPL Main Road, Whitefield",Quick Bites,"Fast Food, Ice Cream, Beverages",200.0,"Delivery, Dine-out",Brookefield
7071,Millennium Plaza,"396/48, Huskur Gate, Opposite Vimalalaya Hospital, Hosur Road, Electronic City, Bangalore",Yes,No,3.4,19,Electronic City,Casual Dining,North Indian,700.0,"Delivery, Dine-out",Electronic City
7072,Millers 46,"46, Millers Road, Vasanth Nagar, Bangalore",No,Yes,4.4,2275,Vasanth Nagar,Casual Dining,"American, Continental, Steak",1100.0,"Delivery, Dine-out",Church Street
7073,Millet Mama,"Next To Surana College, South End Circle, Basavanagudi, Bangalore",Yes,No,3.9,18,Basavanagudi,Quick Bites,"South Indian, Healthy Food",200.0,"Delivery, Dine-out",Banashankari
7074,Mimansa @ Foxtrot,"17, SBI Colony Service Road, Koramangala 3rd Block, Bangalore",Yes,Yes,4.4,193,Koramangala 3rd Block,Cafe,Cafe,1000.0,"Cafes, Delivery, Dine-out",BTM
7075,Min Mini Punjabi Dhaba,"213, Opposite Bosch Gate, Saibaba Temple Road, 1st Main, Koramangala 7th Block, Bangalore",Yes,No,3.9,85,Koramangala 7th Block,Quick Bites,North Indian,400.0,"Delivery, Dine-out",BTM
7076,Mini Adiga's,"11/3, Near Christ Collage, Opposite Airtel Office",No,No,2.8,27,BTM,Quick Bites,"South Indian, North Indian, Chinese, Street Food, Juices",250.0,"Delivery, Dine-out",BTM
7077,Mini Fast Food,"38, Hutchins Road, St. Thomas Town, Frazer Town, Bangalore",No,No,3.1,11,Frazer Town,Quick Bites,"Fast Food, Chinese",150.0,"Delivery, Dine-out",Frazer Town
7078,Mini Forest,"Quality Inn - Shravanthi, 60, 13th Cross, 2nd Main, 3rd Phase, JP Nagar, Bangalore",No,No,3.3,6,JP Nagar,Quick Bites,"Fast Food, Desserts",500.0,"Desserts, Dine-out",Bannerghatta Road
7079,Mini Punjabi Dhaba,"7/1, Behind BMS College Hostel, Hanumantha Nagar, Banashankari, Bangalore",Yes,No,4.2,325,Banashankari,Quick Bites,North Indian,350.0,"Delivery, Dine-out",Banashankari
7080,Mini Wok,"Shop #274/E, Ground Floor, 5th A Main Road, 5th Cross Road, HAL 3rd Stage, Indiranagar, Bangalore",No,No,3.4,7,Indiranagar,Quick Bites,"Chinese, Fast Food",200.0,Dine-out,Indiranagar
7081,MiniMelts,"5th, Avenue Mall, Brigade Road, Bangalore",No,No,3.9,66,Brigade Road,Dessert Parlor,"Ice Cream, Desserts",200.0,"Delivery, Desserts",Brigade Road
7082,Ministry of Burger,"1821, 24th Main Rd, Garden Layout, Sector 2, HSR Layout, Bengaluru, Karnataka 560102",Yes,No,,0,HSR,Delivery,Continental,500.0,Delivery,HSR
7083,Ministry of Burger,"412, Third Block, 4th Main Road, Opposite Canara Bank, BEL Layout, Vidyaranyapura",No,No,,0,New BEL Road,Delivery,Continental,500.0,Delivery,New BEL Road
7084,Ministry of Burger,"44, Kuvempu Complex 2 Main, 2nd Cross, Basaveshwara Nagar, Bangalore",No,No,,0,Basaveshwara Nagar,Delivery,Continental,500.0,Delivery,Rajajinagar
7085,Ministry of Burger,"48, 1st Main, Jaladarsini Layout, Sanjay Nagar, Bangalore",Yes,No,,0,Sanjay Nagar,Delivery,Continental,500.0,Delivery,Malleshwaram
7086,Ministry of Burger,"63, 1551, 7th Cross Road, RK Colony, 1st Phase, Near Post Office, JP Nagar, Bangalore",No,No,,0,JP Nagar,Delivery,Continental,500.0,Delivery,Jayanagar
7087,Ministry of Burger,"No 121/1, Abhinandana Complex, Manipal Country Road, Singasandra, Electronic City, Bangalore",Yes,No,,0,Electronic City,Delivery,Continental,500.0,Delivery,Bannerghatta Road
7088,Ministry of Food - Hilton Bangalore Embassy GolfLinks,"Hilton Bangalore Embassy GolfLinks, Embassy Golf Links Business Park, Inner Ring Road, Domlur, Bangalore",No,Yes,4.2,474,Domlur,Fine Dining,"North Indian, Asian, South Indian, Italian, European",3000.0,"Buffet, Dine-out",Koramangala 4th Block
7089,Mint Masala,"147, Infantry Road, Bangalore",No,No,2.8,255,Infantry Road,Casual Dining,"North Indian, Chinese",1000.0,"Buffet, Dine-out",Brigade Road
7090,Mint Masala,"384/1, Bashyam Circle, Sadashiv Nagar, Bangalore",Yes,No,3.8,572,Sadashiv Nagar,Casual Dining,"Chinese, North Indian",800.0,"Buffet, Delivery, Dine-out",Malleshwaram
7091,Mint Spice CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© & Restaurant,"97/1, Green Glen Layout, Bellandur, Bangalore",Yes,No,3.0,12,Bellandur,Casual Dining,"North Indian, Chinese",500.0,"Delivery, Dine-out",Sarjapur Road
7092,Mint Spice CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© & Restaurant,"97/1, Green Glen Layout, Bellandur, Bangalore",Yes,No,3.0,12,Bellandur,Casual Dining,"North Indian, Chinese",500.0,"Delivery, Dine-out",Bellandur
7093,Mint and Mustard,"172, Ground Floor, Near Jain College, VV Puram, Basavanagudi, Bangalore",Yes,No,4.0,245,Basavanagudi,Casual Dining,"North Indian, Chinese",750.0,"Delivery, Dine-out",Banashankari
7094,Minuit 12,"0810, 5th Main, Shantiniketan Layout, Near JRM pearl Apartment, Munnekollala, Marathahalli, Bangalore",Yes,No,,0,Marathahalli,"Takeaway, Delivery","North Indian, Chinese, Fast Food",350.0,Delivery,Marathahalli
7095,Minus 4,"Play X Arena, 75, Kasavanahalli, Near Total Mall, Sarjapur Road, Bangalore",No,No,3.25,4,Sarjapur Road,Dessert Parlor,Desserts,300.0,Desserts,Bellandur
7096,Mira's Ranna-Ghor,"Kasavanahalli, Sarjapur Road, Bangalore",No,No,3.6,15,Sarjapur Road,Delivery,Bengali,250.0,Delivery,Sarjapur Road
7097,Mirapakaya,"D Block, Embassy Tech Village, DevarabisanaHalli, Bellandur, Bangalore",Yes,No,,0,Bellandur,Quick Bites,"South Indian, Fast Food",300.0,"Delivery, Dine-out",Bellandur
7098,Mirch,"188, 2nd Main, 8th Cross, ITI Layout, Yellukunte Village, HSR, Bangalore",Yes,No,3.7000000000000006,94,HSR,Quick Bites,"North Indian, Biryani",400.0,"Delivery, Dine-out",BTM
7099,Mirch Masala,"13/32A, 18th Main, 5 Phase, JP Nagar, Bangalore",Yes,No,3.4,6,JP Nagar,Quick Bites,North Indian,500.0,"Delivery, Dine-out",Bannerghatta Road
7100,Mirchi Bites- Spice Heaven,"84/1, Opposite SGR Dental College, Munnekollal, Marathahalli, Bangalore",Yes,No,2.7,12,Marathahalli,Casual Dining,"Hyderabadi, Biryani",650.0,Delivery,Brookefield
7101,Mirchi Bites- Spice Heaven,"91, Munnekolala Tulasi Theatre Road, 1st Cross, Kaveri Layout, Marathahalli, Bangalore",Yes,No,3.1,9,Marathahalli,Casual Dining,"Hyderabadi, Biryani",650.0,"Delivery, Dine-out",Bellandur
7102,Mirchi- The Indian Street Food Kitchen,"20th B Main, Marathinagar Main Road, Madiwala, BTM, Bangalore",No,No,,0,BTM,Quick Bites,"Street Food, North Indian, South Indian",150.0,Dine-out,BTM
7103,Miro Bar - Miraya Hotel & Residences,"Miraya Hotel & Residences, 100/6, Varthur Main Road, Whitefield, Bangalore",No,No,3.8,26,Whitefield,Lounge,"North Indian, Chinese, Thai, Asian",2000.0,"Dine-out, Drinks & nightlife",Brookefield
7104,Misal Darbar,"620, 2nd Main Road, Binnamangala, Hoysala Nagar, Indiranagar, Bangalore",Yes,No,3.04,25,Indiranagar,Quick Bites,Maharashtrian,200.0,"Delivery, Dine-out",Frazer Town
7105,Mishmash,"2321, 17th Cross, 27th Main, 1st Sector, HSR, Bangalore",Yes,No,3.9,1252,HSR,"Casual Dining, Bar","Mediterranean, Continental, North Indian, Mughlai, Salad",1400.0,"Delivery, Dine-out, Pubs and bars",Bellandur
7106,Mishra Pedha,"28, Rajaram Mohan Roy Road, Opposite Kanteerava Stadium, Richmond Road, Bangalore",No,No,3.3,4,Richmond Road,Sweet Shop,"Mithai, Bakery",300.0,Desserts,Brigade Road
7107,Mishra's Pedha Big Foods,"1/73, Opposite Janata Bazar, 27th A Cross, 4th Block, Jayanagar, Bangalore",No,No,3.9,56,Jayanagar,Dessert Parlor,"Desserts, Mithai",200.0,"Delivery, Desserts",Basavanagudi
7108,Miss Momo,"16/19, Ground Floor, Platinum Arch, 1st Cross Road, KEB Colony, New Gurappana Palya, 2nd Stage, BTM, Bangalore",Yes,No,3.2000000000000006,12,BTM,Quick Bites,"Tibetan, Momos",250.0,"Delivery, Dine-out",Basavanagudi
7109,Miss Momo,"17th Main Rd, BTM 2nd Stage, Kuvempu Nagar, BTM, Bangalore",Yes,No,3.2125000000000004,13,BTM,Quick Bites,"Tibetan, Momos",250.0,Delivery,Bannerghatta Road
7110,Mist N Creams,"3rd Floor, Garuda Mall, Brigade Road, Bangalore",No,No,,0,Brigade Road,Dessert Parlor,Ice Cream,400.0,Desserts,Brigade Road
7111,Mist n Creams,"2737, 27th Main, 16th Cross, Sector 1, HSR Layout, Bangalore",No,No,3.9,38,HSR,Dessert Parlor,Ice Cream,400.0,Desserts,HSR
7112,Mist n Creams,"361, First Floor, 1st Main Road, 5th Cross, Sriniavagilu, Chandra Reddy Layout, S T Bed Layout, Koramangala 1st Block, Bangalore",Yes,No,,0,Ejipura,Dessert Parlor,Ice Cream,400.0,"Delivery, Desserts",BTM
7113,Mist n Creams,"4th Floor, Opposite Meenakshi Temple, Bannerghatta Road, Bangalore",Yes,No,3.7,15,Bannerghatta Road,Dessert Parlor,Ice Cream,400.0,Delivery,Bannerghatta Road
7114,Mist n Creams,"G15, The Arcade, Brigade Metropolis, Garudachar Palya, Mahadevapura, Whitefield, Bangalore",Yes,No,3.6,19,Whitefield,Dessert Parlor,Ice Cream,400.0,"Delivery, Desserts",Whitefield
7115,Mist n Creams,"QSR -1, 3rd Floor, Vega City Mall, Bannerghatta Road, Bangalore",No,No,3.6,10,Bannerghatta Road,Food Court,Ice Cream,400.0,Desserts,Bannerghatta Road
7116,Mist n Creams,"Third Floor, Forum Value Mall, Whitefield, Bangalore",Yes,No,3.8,49,Whitefield,Dessert Parlor,Ice Cream,400.0,Delivery,Brookefield
7117,Mistaan Sweets And Chaat,"24th Main Road, Parangipalya Road, Opposite Purva Fairmont Apartment, Sector 2, HSR, Bangalore",Yes,No,3.3,4,HSR,Sweet Shop,"Street Food, Mithai",200.0,Delivery,BTM
7118,Mithai Ghar,"37/38 , Norhana Road, Opposite Russel Market, Shivajinagar, Bangalore",No,No,,0,Shivajinagar,Sweet Shop,Mithai,200.0,Desserts,Brigade Road
7119,Mithai Time,"105, 1st Floor, Brigade Arcade, ITPL Main Road, Garudacharpalya, Mahadevapura, Whitefield, Bangalore",Yes,No,3.0,56,Whitefield,"Sweet Shop, Quick Bites","Mithai, North Indian, Street Food",200.0,"Delivery, Desserts, Dine-out",Brookefield
7120,Mitraa Da Pizza,"1779, 14th Main, Kumaraswamy Layout, Bangalore",Yes,No,3.8,115,Kumaraswamy Layout,Quick Bites,"Fast Food, Pizza",250.0,Delivery,Banashankari
7121,Mitraa Da Pizza,"18, Siddheshwara Complex, Ground Floor, Dr Raj Kumar Road, 4th N Block, Rajajinagar, Bangalore Opp to planet Honda showroom",Yes,No,,0,Rajajinagar,Quick Bites,"Fast Food, Pizza",250.0,"Delivery, Dine-out",Malleshwaram
7122,Mitraa Da Pizza,"18, Siddheshwara Complex, Ground Floor, Opposite To Planet Honda Showroom, Dr Raj Kumar Road, 4th N Block, Rajajinagar, Bangalore",Yes,No,,0,Rajajinagar,Quick Bites,"Fast Food, Pizza",250.0,"Delivery, Dine-out",Rajajinagar
7123,Mitraa Da Pizza,"43, Temple Street, RS Palya Main Road, Kammanahalli, Bangalore",Yes,No,,0,Kammanahalli,Delivery,"Fast Food, Pizza",250.0,Delivery,Kalyan Nagar
7124,Mitran Da Adda,"Manipal County Road, Singasandra, Electronic City, Bengaluru",No,No,,0,Electronic City,Quick Bites,"North Indian, Fast Food",350.0,Delivery,Electronic City
7125,Mitran Da Junction,"Eat Street, 11, 80 Feet Road, Opposite Indian Oil Petrol Pump, Koramangala 6th Block, Bangalore",Yes,No,4.1,322,Koramangala 6th Block,Quick Bites,North Indian,600.0,"Delivery, Dine-out",BTM
7126,Mizo Dawr,"PNS Layout, Kammanahalli, Bangalore",No,No,,0,Kammanahalli,Quick Bites,North Eastern,400.0,Dine-out,Kalyan Nagar
7127,Mizo Kitchen,"348, 17th B Main Road, KHB Block, Koramangala 5th Block, Bangalore",No,No,3.8,27,Koramangala 5th Block,Quick Bites,"North Eastern, Chinese",400.0,Dine-out,BTM
7128,MoMo Cafe - Courtyard by Marriott,"Courtyard by Marriott, Marathahalli-Sarjapur Outer Ring Road, Bellandur, Bangalore",No,Yes,4.15,282,Bellandur,Casual Dining,"Asian, North Indian, South Indian, Momos",2000.0,"Buffet, Dine-out",Bellandur
7129,MoXa Bistro,"Mango Hotels - Purple Brigade 27, Rest House Road, Off Brigade Road, Bangalore",No,Yes,3.9,36,Brigade Road,Casual Dining,"Continental, Italian, North Indian, Pizza",1500.0,Dine-out,Brigade Road
7130,Mockaholic Restro Beer Cafe,"1107, R.V.Dental College Road, 24th Main, 1st Phase, JP Nagar, Bangalore",Yes,No,3.9,922,JP Nagar,Bar,"North Indian, Chinese, Pizza, BBQ",1000.0,"Delivery, Dine-out, Drinks & nightlife",Basavanagudi
7131,Modern Restaurant,"425, Ground Floor, 7th Cross, 8th Main, BTM, Bangalore",Yes,No,3.0818181818181816,18,BTM,Casual Dining,"North Indian, Chinese",450.0,"Delivery, Dine-out",Bannerghatta Road
7132,Moghul Durbar Restaurant,"30th Cross, Tilak Nagar Main Road, Jayanagar, Bangalore",No,No,4.0,339,Jayanagar,Casual Dining,"North Indian, BBQ, Kebab, Rolls",550.0,"Delivery, Dine-out",BTM
7133,Moghul's Restaurant,"125/126,141/142, 80 Feet Road, Near BDA Complex, 3rd Block, HBR Layout, Bangalore",Yes,No,3.0,51,HBR Layout,Casual Dining,"Mughlai, North Indian, Chinese",700.0,"Delivery, Dine-out",Kalyan Nagar
7134,Mohitesh Hut Roll,"29, 5th Cross, Near PES College, 100 Feet Road, Dwaraka Nager, Banashankari, Bangalore",No,No,,0,Banashankari,Quick Bites,"Rolls, North Indian",150.0,Delivery,Banashankari
7135,Mojo Bites,"Near Ganesha Temple, ITPL Back Gate,Pattandhur Agrahara Road, Whitefield, Bangalore",No,No,3.9,23,Whitefield,Quick Bites,Fast Food,250.0,Desserts,Brookefield
7136,Mojo Pizza - 2X Toppings,"120/4, Harlur Main Rd, Reliable Residency Layout",Yes,No,4.3,30,Residency Road,"Takeaway, Delivery",Pizza,600.0,Delivery,Residency Road
7137,Mojo Pizza - 2X Toppings,"1502, 19th Main Road, Sector 4, HSR, Bangalore",Yes,No,4.2,218,HSR,Delivery,Pizza,600.0,Delivery,HSR
7138,Mojo Pizza - 2X Toppings,"158, Srivaru Towers, Greenglen Layout, Bellandur, Bangalore",Yes,No,4.1,167,Bellandur,"Takeaway, Delivery",Pizza,600.0,Delivery,Bellandur
7139,Mojo Pizza - 2X Toppings,"18/2, First Floor, AGNR Complex, Timaya Layout, Outer Ring Road, Mahadevpura, Marathahalli, Bangalore",Yes,No,4.2,49,Marathahalli,Delivery,Pizza,600.0,Delivery,Marathahalli
7140,Mojo Pizza - 2X Toppings,"287, 1st Floor, 7th Block, 100 Feet Ring Road, Phase 4, Banashankari, Bangalore",Yes,No,4.2,179,Banashankari,Delivery,Pizza,600.0,Delivery,Banashankari
7141,Mojo Pizza - 2X Toppings,"38, First Floor, Kammanahalli Main Road, Kacharakanahalli, St. Thomas Town Post, Kammanahalli, Bangalore",Yes,No,4.1,91,Kammanahalli,Delivery,Pizza,600.0,Delivery,Kalyan Nagar
7142,Mojo Pizza - 2X Toppings,"38, Sandeep Building, Mathikere Main Road, New BEL Road, Bangalore",Yes,No,4.2,50,New BEL Road,"Takeaway, Delivery",Pizza,600.0,Delivery,New BEL Road
7143,Mojo Pizza - 2X Toppings,"434/A, 1st Block , Dr. Rajkumar Road, Rajajinagar, Bangalore",Yes,No,4.15,290,Rajajinagar,"Takeaway, Delivery",Pizza,600.0,Delivery,Malleshwaram
7144,Mojo Pizza - 2X Toppings,"5, 1st Floor, Above Royal Enfield Showroom, Krishna Nagar, Hosur Road, Venkateshwara Layout, Suddagunte Palya, BTM, Bangalore",Yes,No,4.3,34,BTM,Quick Bites,Pizza,600.0,Delivery,Koramangala 5th Block
7145,Mojo Pizza - 2X Toppings,"619, 1st Floor, Arwaaz Arcade, Near Sony Signal, 80Ft Main Road, Koramangala 6th Block, Bangalore",Yes,No,4.4,115,Koramangala 6th Block,"Takeaway, Delivery",Pizza,600.0,Delivery,Koramangala 6th Block
7146,Mojo Pizza - 2X Toppings,"642/35, 24th Main, 1st Phase, Raghvendra Swamy Temple Road, Near Reliance Digital Express, TMC Layout, 1st Phase, JP Nagar, Bangalore",Yes,No,4.2,369,JP Nagar,"Takeaway, Delivery",Pizza,600.0,Delivery,Jayanagar
7147,Mojo Pizza - 2X Toppings,"A11, Semi-Basement floor, Devatha Plaza, Residency Road",No,No,4.3,28,Residency Road,"Takeaway, Delivery",Pizza,600.0,Delivery,Brigade Road
7148,Mojo Pizza - 2X Toppings,"Liss Arcade, 16th Main Road, 2nd Stage, BTM, Bangalore",Yes,No,4.3,476,BTM,"Takeaway, Delivery",Pizza,600.0,Delivery,BTM
7149,Mojo Pizza - 2X Toppings,"Lower Ground Floor, Smart Avenue, 80 Feet Road, Indiranagar, Bangalore",Yes,No,4.3,203,Indiranagar,"Takeaway, Delivery",Pizza,600.0,Delivery,Indiranagar
7150,Mojo Pizza - 2X Toppings,"Near HDFC ATM, ITPL Main Road, Whitefield",Yes,No,4.3,200,"ITPL Main Road, Whitefield","Takeaway, Delivery",Pizza,600.0,Delivery,Brookefield
7151,Mojo Pizza - 2X Toppings,"Near Murgeshpalya Bus Stop, Old Airport Road, Bangalore",Yes,No,4.2,227,Old Airport Road,"Takeaway, Delivery",Pizza,600.0,Delivery,Old Airport Road
7152,Mojo Pizza - 2X Toppings,"Near Reliance Mart, Shabari Complex, Arakere Mico Layout, Off B G Road, Bannerghatta Road, Bangalore",Yes,No,4.2,384,Bannerghatta Road,"Takeaway, Delivery",Pizza,600.0,Delivery,Bannerghatta Road
7153,Mojo Pizza - 2X Toppings,"Ramdev Building, Seegehalli Bus Stop, Hoskote Road, Whitefield, Bangalore",Yes,No,4.2,166,Whitefield,"Takeaway, Delivery",Pizza,600.0,Delivery,Whitefield
7154,Moksha,"67, Vaishnavi Residency, Next to Yelchanahalli Metro Station, Kanakapura Road, Bangalore",Yes,No,3.6,42,Kanakapura Road,"Casual Dining, Bar","Chinese, North Indian, Andhra, South Indian",1500.0,"Delivery, Dine-out",Bannerghatta Road
7155,Mom Made Food,"35, 2nd Floor, 1,stage,3Cross, Pilanna Garden, Frazer Town, Bangalore",No,No,3.4,11,Frazer Town,Quick Bites,"Biryani, Kerala",400.0,Delivery,Frazer Town
7156,Mom's Flavor,"5, Maruthi Nilaya, 3rd Cross, Sandhyagappa layout, Banswadi, Bangalore",No,No,,0,Marathahalli,"Takeaway, Delivery",North Indian,400.0,Delivery,Marathahalli
7157,Mom's Kitchen,"10, 18th Cross, 3rd Main, Rajiv Gandhi Nagar, HSR",No,No,,0,HSR,Delivery,North Indian,300.0,Delivery,BTM
7158,Mom's Kitchen,"401, ECC Road, Whitefield, Bengaluru",Yes,No,,0,Whitefield,"Takeaway, Delivery","North Indian, Chinese, South Indian",250.0,Delivery,Brookefield
7159,Mom's Momos,"204, Sri Lakshminarayan Complex, Pandrunga Nagar, Bannerghatta Road, Bangalore",No,No,3.3,6,Bannerghatta Road,Quick Bites,Chinese,300.0,"Delivery, Dine-out",Bannerghatta Road
7160,Mom's Momos,"Near 7 Days Supermarket, Bannerghatta Road, Bangalore",No,No,3.6666666666666665,25,Bannerghatta Road,Quick Bites,Chinese,100.0,Dine-out,Bannerghatta Road
7161,Mom's Rasoi,"21/1, 2nd Main Road, Vyalikaval, Malleshwaram, Bangalore",No,No,3.5,14,Malleshwaram,Quick Bites,"South Indian, Biryani",300.0,"Delivery, Dine-out",Malleshwaram
7162,Momm's The Kitchen,"57/3, Velangani Main Road, oppsite HP, Doddathogur village, Electronic city Bangalore, Bengaluru",No,No,3.4,7,Electronic City,Casual Dining,"Andhra, South Indian, North Indian, Chinese",500.0,"Delivery, Dine-out",Electronic City
7163,Momma's Pastries Fine Bakery And Cafe,"7,100 Feet Road, Muniswami Reddy Layout, Tillak Nagar, Banaswadi, Bangalore",Yes,No,3.4,10,Banaswadi,Bakery,"Bakery, Desserts, Fast Food",500.0,"Delivery, Desserts, Dine-out",Kalyan Nagar
7164,Momo Bites,"Food Court, Soul Space Arena, Outer Ring Road, Marathahalli, Bangalore",Yes,No,3.1333333333333333,21,Marathahalli,Food Court,Tibetan,350.0,"Delivery, Dine-out",Brookefield
7165,Momo Blues,"Jyoti Nivas College Road, Koramangala 5th Block, Bangalore",Yes,No,3.9,28,Koramangala 5th Block,Quick Bites,"Chinese, Momos, Nepalese, Tibetan",200.0,"Delivery, Dine-out",BTM
7166,Momo Corner,"26, Wind Tunnel Road, Nal Road, Murugeshpalya, Old Airport Road, Bangalore",No,No,3.8,22,Old Airport Road,Kiosk,"Fast Food, Momos",150.0,Delivery,Indiranagar
7167,Momo Hut,"99, 4th B Cross, Koramangala 5th Block, Bangalore",Yes,No,4.0,685,Koramangala 5th Block,Quick Bites,"Chinese, Tibetan, Momos",250.0,"Delivery, Dine-out",BTM
7168,Momo Jojo,"2nd Cross, Kothnoor Village Main Road, Natraja Layout, 7th Phase, JP Nagar, Bangalore",Yes,No,4.3,539,JP Nagar,Quick Bites,"Chinese, Tibetan, Momos",300.0,"Delivery, Dine-out",Bannerghatta Road
7169,Momo Jojo,"7, 2nd Cross, Brindavan Nagar, Ist Main Road, BTM, Bangalore",Yes,No,3.4,6,BTM,Quick Bites,"Chinese, Tibetan, Momos",300.0,Delivery,BTM
7170,Momo Junction,"1058, Sobha Arcade, Bilekahalli, Vijaya Bank Layout, Bannerghatta Road, Bangalore",Yes,No,3.8,87,Bannerghatta Road,"Takeaway, Delivery","Fast Food, Momos",100.0,Delivery,Bannerghatta Road
7171,Momo Junction,"Vishweswaraiah Road, BTM 6th Stage, BTM, Bangalore",Yes,No,3.8,30,BTM,Takeaway,"Fast Food, Momos",100.0,Delivery,BTM
7172,Momo King,"5, Groud Floor, Opposite Meenakshi Mall, Hulimavu, Bannerghatta Road, Bangalore",Yes,No,,0,Bannerghatta Road,Quick Bites,"Momos, Fast Food",200.0,Delivery,Bannerghatta Road
7173,Momo King,"52, Behind Kudlu Gate Bus Stop, Kudlu Gate, Bommanahalli, Bangalore",No,No,,0,Bommanahalli,Quick Bites,Chinese,250.0,Dine-out,Bannerghatta Road
7174,Momo Mania,"346, A, B Block, AECS Layout, Brookefield, Bangalore",Yes,No,3.84,29,Brookefield,Quick Bites,"Momos, Fast Food",300.0,"Delivery, Dine-out",Brookefield
7175,Momo Rice Noodles,"1/7, Srinivagilu Main Road, Ejipura, Bangalore",Yes,No,3.8,222,Ejipura,Casual Dining,"Chinese, Momos",400.0,"Delivery, Dine-out",Indiranagar
7176,Momo Rice Noodles,"6, 2nd Floor, Opposite BRS Global School, Kasavanahalli Main Road, Sarjapur Road, Bangalore",Yes,No,3.44,70,Sarjapur Road,Quick Bites,"Chinese, Momos",600.0,"Delivery, Dine-out",Bellandur
7177,Momo Rice Noodles,"Shop 663, 2nd Main Road, Domlur, Bangalore",Yes,No,3.2,87,Domlur,Quick Bites,"Chinese, Momos",600.0,"Delivery, Dine-out",Indiranagar
7178,Momo Shop,"No 98-98-4 1st Main, KHM Block, Ganganagar, RT Nagar, Bangalore",Yes,No,4.0,124,RT Nagar,Quick Bites,"Momos, Street Food, Rolls",200.0,Delivery,Malleshwaram
7179,Momo Time,"21, Floor 1, 2nd Cross, Kreethi Layout, Kammanahalli, Bangalore",Yes,No,,0,Kammanahalli,"Takeaway, Delivery","Momos, Chinese",300.0,Delivery,Kalyan Nagar
7180,Momo Time,"31, Sree Yellamma Temple Street, near BIB, Ulsoor, Bangalore",Yes,No,,0,Ulsoor,"Takeaway, Delivery","Momos, Chinese",300.0,Delivery,Brigade Road
7181,Momo Time,"39, 18th Main, 7th Cross, BTM 1st Stage, Opposite HDFC ATM, BTM, Bangalore",Yes,No,,0,BTM,Quick Bites,"Momos, American",600.0,"Delivery, Dine-out",BTM
7182,Momo Time,"405/3, 6th D Cross, Venkatapura, HSR, Bangalore",Yes,No,,0,HSR,Quick Bites,"Momos, Chinese",300.0,Delivery,BTM
7183,Momo Time,"5, 10th Main Road, Opposite Ganesha Temple, New Thippasandra, Bangalore",Yes,No,,0,Thippasandra,Delivery,"Momos, Chinese",300.0,Delivery,Old Airport Road
7184,Momo Time,"52, 1st Floor, 3rd Cross, Omkar Nagar Arkere Gate, Near Reliance Store, Bannerghatta Road, Bangalore",Yes,No,,0,Bannerghatta Road,Quick Bites,"Momos, American",600.0,Delivery,Bannerghatta Road
7185,Momo Time,"52, Ejipura Main Road, Ejipura, Bangalore",Yes,No,,0,Ejipura,Quick Bites,"Momos, Chinese",300.0,Dine-out,Koramangala 4th Block
7186,Momo Time,"810, 2nd Floor, 10th Cross, Neeladri Nagar, Electronic City, Bangalore",Yes,No,,0,Electronic City,Quick Bites,Momos,400.0,Delivery,Electronic City
7187,Momo Time,"9/91, 1st Floor, Near SKA Kalyan Mantapa, Varthur Main Road, Whitefield, Bangalore",Yes,No,,0,Whitefield,Quick Bites,"Momos, Chinese",300.0,"Delivery, Dine-out",Brookefield
7188,Momos & Me,"Near Apollo Clinic, Kundalahalli Gate, Thubarahalli, Brookefield, Bangalore",Yes,No,,0,Brookefield,"Takeaway, Delivery",Chinese,200.0,Delivery,Brookefield
